id,text,label
331,"When I complained, HR ignored it and my shift was changed to isolate me. This has been happening for weeks.",workplace
341,I am assigned humiliating tasks not given to peers and mocked in review meetings. Witnesses were present during the incident.,workplace
335,A senior employee shouts at me publicly and calls me incompetent every week. The behavior escalated recently.,workplace
26,"They shout slurs at me every day during internship, making it hard to feel safe. I have asked multiple times for this to stop.",verbal
351,I am assigned humiliating tasks not given to peers and mocked in review meetings. This has been happening for weeks.,workplace
462,My teammate gave constructive feedback on my report and helped me improve it. There was no intimidation involved.,non-harassment
320,My manager keeps excluding me from projects after I rejected personal advances. I am worried it will happen again.,workplace
268,A person from my neighborhood said they will beat me up for filing a complaint. It makes me feel unsafe and anxious.,threat
125,I keep getting abusive DMs from the same person across different apps every night. I saved screenshots and call logs.,cyber
4,He keeps calling me insulting names at the market and laughs when I ask him to stop.,verbal
362,They repeatedly comment on my appearance and link it to my appraisal. I saved screenshots and call logs.,workplace
415,"She threw an object at me, causing bruises on my shoulder. This has been happening for weeks.",physical
237,"My ex sends messages describing what I wore today, even though we no longer speak. I am worried it will happen again.",stalking
174,She posts humiliating comments under all my posts and tags my friends. I reported this once but it continued.,cyber
166,He keeps emailing me harassment from anonymous addresses after being blocked. I am worried it will happen again.,cyber
363,A coworker spreads rumors about me and pressures others not to collaborate with me. Witnesses were present during the incident.,workplace
105,She keeps asking detailed sexual questions and ignores my boundaries. The behavior escalated recently.,sexual
315,They keep interrupting me in meetings and say people like me do not belong here. It makes me feel unsafe and anxious.,workplace
238,"After I ended contact, she keeps showing up wherever I go, including my classes.",stalking
45,"On voice calls, he curses at me and threatens to ruin my reputation if I speak up. It makes me feel unsafe and anxious.",verbal
5,He keeps calling me insulting names in our apartment building and laughs when I ask him to stop. The behavior escalated recently.,verbal
388,Someone grabbed my arm hard and would not let go when I tried to leave. I am worried it will happen again.,physical
195,"After I ended contact, they keep showing up wherever I go, including my classes. I am worried it will happen again.",stalking
367,"When I complained, HR ignored it and my shift was changed to isolate me. I saved screenshots and call logs.",workplace
442,Customer support followed up to confirm my complaint was resolved. We resolved it calmly.,non-harassment
408,They slapped me after I refused to share my phone password. I reported this once but it continued.,physical
327,My manager keeps excluding me from projects after I rejected personal advances. It makes me feel unsafe and anxious.,workplace
71,Someone in class brushed against me repeatedly and whispered sexual remarks. I saved screenshots and call logs.,sexual
431,She slapped me after I refused to share my phone password. I am worried it will happen again.,physical
284,I got messages saying my family will be harmed unless I stay silent. I am worried it will happen again.,threat
83,My supervisor keeps suggesting promotion in exchange for going out alone with me. I have asked multiple times for this to stop.,sexual
454,My manager reminded everyone about deadlines in a neutral tone. It was a normal interaction.,non-harassment
224,Someone keeps waiting near my parking spot and follows my vehicle after office hours. It makes me feel unsafe and anxious.,stalking
266,"During an argument, he threatened to attack me with a weapon. This has been happening for weeks.",threat
143,A former friend hacked into my profile and changed my bio to insulting words. I reported this once but it continued.,cyber
99,My supervisor keeps suggesting promotion in exchange for going out alone with me. I am worried it will happen again.,sexual
11,My classmate says humiliating jokes about my body and identity whenever we pass each other.,verbal
487,A stranger asked for directions and left after I answered. The conversation stayed professional.,non-harassment
313,A coworker spreads rumors about me and pressures others not to collaborate with me. I saved screenshots and call logs.,workplace
108,"At a party, she tried to kiss me forcefully after I refused multiple times.",sexual
375,He slapped me after I refused to share my phone password. I saved screenshots and call logs.,physical
445,My neighbor greeted me politely and asked about community cleanup plans. We resolved it calmly.,non-harassment
364,He repeatedly comments on my appearance and links it to my appraisal. This has been happening for weeks.,workplace
289,I got messages saying my family will be harmed unless I stay silent. This has been happening for weeks.,threat
271,"During an argument, he threatened to attack me with a weapon. The behavior escalated recently.",threat
56,"He shouts slurs at me every day in the neighborhood, making it hard to feel safe. The behavior escalated recently.",verbal
66,A colleague sent me explicit jokes and asked for intimate photos during work hours. I have asked multiple times for this to stop.,sexual
244,I noticed the same person trailing me from work to home for several days. I have asked multiple times for this to stop.,stalking
164,He keeps emailing me harassment from anonymous addresses after being blocked. The behavior escalated recently.,cyber
173,They post humiliating comments under all my posts and tag my friends. I am worried it will happen again.,cyber
43,A coworker imitates my speech to embarrass me and everyone joins in. This has been happening for weeks.,verbal
249,A person from my neighborhood said they will beat me up for filing a complaint.,threat
242,He repeatedly rings my doorbell late at night and runs away before I open. I am worried it will happen again.,stalking
187,Someone keeps waiting near my parking spot and follows my vehicle after office hours.,stalking
79,I receive repeated messages describing sexual acts and demanding that I respond. The behavior escalated recently.,sexual
55,They repeatedly taunt me with demeaning comments and tell others not to talk to me.,verbal
176,He posts humiliating comments under all my posts and tags my friends. I have asked multiple times for this to stop.,cyber
53,He keeps calling me insulting names in the neighborhood and laughs when I ask him to stop.,verbal
354,My manager keeps excluding me from projects after I rejected personal advances. The behavior escalated recently.,workplace
391,She blocked the doorway and shoved me repeatedly. This has been happening for weeks.,physical
216,"My ex sends messages describing what I wore today, even though we no longer speak.",stalking
318,He repeatedly comments on my appearance and links it to my appraisal. I am worried it will happen again.,workplace
90,They keep asking detailed sexual questions and ignore my boundaries. I am worried it will happen again.,sexual
23,He repeatedly taunts me with demeaning comments and tells others not to talk to me. I reported this once but it continued.,verbal
54,"On voice calls, he curses at me and threatens to ruin my reputation if I speak up. I saved screenshots and call logs.",verbal
157,He keeps emailing me harassment from anonymous addresses after being blocked. Witnesses were present during the incident.,cyber
322,I am assigned humiliating tasks not given to peers and mocked in review meetings.,workplace
162,Private screenshots of my chat were leaked to shame me in a public forum. I reported this once but it continued.,cyber
290,She warned that my photos would be leaked and my career destroyed if I refuse. The behavior escalated recently.,threat
84,She touched my waist without permission and said I should take it as a compliment. I have asked multiple times for this to stop.,sexual
330,"When I complained, HR ignored it and my shift was changed to isolate me. It makes me feel unsafe and anxious.",workplace
286,I got messages saying my family will be harmed unless I stay silent.,threat
338,She repeatedly comments on my appearance and links it to my appraisal. I have asked multiple times for this to stop.,workplace
410,Someone grabbed my arm hard and would not let go when I tried to leave. I saved screenshots and call logs.,physical
382,He blocked the doorway and shoved me repeatedly. This has been happening for weeks.,physical
7,"She shouts slurs at me every day at the market, making it hard to feel safe. Witnesses were present during the incident.",verbal
214,Someone keeps waiting near my parking spot and follows my vehicle after office hours. This has been happening for weeks.,stalking
106,They keep asking detailed sexual questions and ignore my boundaries.,sexual
182,They created fake accounts to post edited photos of me and mock me online. Witnesses were present during the incident.,cyber
383,They slapped me after I refused to share my phone password. It makes me feel unsafe and anxious.,physical
370,A senior employee shouts at me publicly and calls me incompetent every week. This has been happening for weeks.,workplace
453,I received a message confirming tomorrow's meeting agenda.,non-harassment
432,"During commute, she punched me and ran before help arrived. Witnesses were present during the incident.",physical
152,"I am being doxxed on social media, and people keep posting my location details.",cyber
287,"During an argument, she threatened to attack me with a weapon. I have asked multiple times for this to stop.",threat
104,He keeps making sexual comments about my body in our apartment building even after I clearly said no.,sexual
136,Private screenshots of my chat were leaked to shame me in a public forum. Witnesses were present during the incident.,cyber
101,"At a party, they tried to kiss me forcefully after I refused multiple times. It makes me feel unsafe and anxious.",sexual
102,"At a party, she tried to kiss me forcefully after I refused multiple times. I reported this once but it continued.",sexual
225,She waits outside my building every evening and follows me to the metro. The behavior escalated recently.,stalking
9,"During team meetings, she mocks my accent and says I am useless in front of everyone. I saved screenshots and call logs.",verbal
479,My neighbor greeted me politely and asked about community cleanup plans. The conversation stayed professional.,non-harassment
40,"On voice calls, she curses at me and threatens to ruin my reputation if I speak up. This has been happening for weeks.",verbal
100,She touched my waist without permission and said I should take it as a compliment. I am worried it will happen again.,sexual
395,She blocked the doorway and shoved me repeatedly. I reported this once but it continued.,physical
85,She keeps asking detailed sexual questions and ignores my boundaries.,sexual
489,"We had a disagreement in class, but we resolved it respectfully later. It ended without any conflict.",non-harassment
377,He blocked the doorway and shoved me repeatedly. I saved screenshots and call logs.,physical
353,My manager keeps excluding me from projects after I rejected personal advances. I reported this once but it continued.,workplace
316,A coworker spreads rumors about me and pressures others not to collaborate with me. It makes me feel unsafe and anxious.,workplace
484,My teammate gave constructive feedback on my report and helped me improve it. It did not feel threatening.,non-harassment
98,A colleague sent me explicit jokes and asked for intimate photos during work hours. Witnesses were present during the incident.,sexual
357,She repeatedly comments on my appearance and links it to my appraisal. I am worried it will happen again.,workplace
317,"When I complained, HR ignored it and my shift was changed to isolate me. I have asked multiple times for this to stop.",workplace
350,They repeatedly comment on my appearance and link it to my appraisal. I have asked multiple times for this to stop.,workplace
233,They monitor my routine and appear at places I never shared with them.,stalking
221,I noticed the same person trailing me from work to home for several days. Witnesses were present during the incident.,stalking
69,A colleague sent me explicit jokes and asked for intimate photos during work hours. It makes me feel unsafe and anxious.,sexual
295,He warned that my photos would be leaked and my career destroyed if I refuse.,threat
245,He repeatedly rings my doorbell late at night and runs away before I open.,stalking
329,My manager keeps excluding me from projects after I rejected personal advances. Witnesses were present during the incident.,workplace
429,"They threw an object at me, causing bruises on my shoulder. The behavior escalated recently.",physical
129,He created fake accounts to post edited photos of me and mock me online. It makes me feel unsafe and anxious.,cyber
337,A senior employee shouts at me publicly and calls me incompetent every week. I am worried it will happen again.,workplace
169,"I am being doxxed on social media, and people keep posting my location details. This has been happening for weeks.",cyber
273,"During an argument, they threatened to attack me with a weapon. Witnesses were present during the incident.",threat
191,"After I ended contact, he keeps showing up wherever I go, including my classes. I saved screenshots and call logs.",stalking
29,"He shouts slurs at me every day at school, making it hard to feel safe. I reported this once but it continued.",verbal
493,Customer support followed up to confirm my complaint was resolved. It did not feel threatening.,non-harassment
116,"At a party, he tried to kiss me forcefully after I refused multiple times. I saved screenshots and call logs.",sexual
210,He waits outside my building every evening and follows me to the metro. This has been happening for weeks.,stalking
302,He said he would hurt me if I report the incidents to anyone. I saved screenshots and call logs.,threat
263,I was told my house would be vandalized if I testify. This has been happening for weeks.,threat
200,I noticed the same person trailing me from work to home for several days. I reported this once but it continued.,stalking
205,I noticed the same person trailing me from work to home for several days. This has been happening for weeks.,stalking
58,He repeatedly taunts me with demeaning comments and tells others not to talk to me.,verbal
300,"During an argument, they threatened to attack me with a weapon. It makes me feel unsafe and anxious.",threat
46,"During team meetings, he mocks my accent and says I am useless in front of everyone. It makes me feel unsafe and anxious.",verbal
371,She repeatedly comments on my appearance and links it to my appraisal. This has been happening for weeks.,workplace
419,He blocked the doorway and shoved me repeatedly.,physical
481,Customer support followed up to confirm my complaint was resolved. Everyone remained respectful.,non-harassment
33,He repeatedly taunts me with demeaning comments and tells others not to talk to me. It makes me feel unsafe and anxious.,verbal
192,He monitors my routine and appears at places I never shared with him. The behavior escalated recently.,stalking
218,She sits near my desk daily and watches me for hours without reason. The behavior escalated recently.,stalking
138,She posts humiliating comments under all my posts and tags my friends. I am worried it will happen again.,cyber
259,He said he would hurt me if I report the incidents to anyone. The behavior escalated recently.,threat
15,He keeps yelling abusive language at home and blames me for everything. This has been happening for weeks.,verbal
89,He keeps making sexual comments about my body at the market even after I clearly said no. Witnesses were present during the incident.,sexual
406,A person kicked my chair and hit me in front of others.,physical
16,"On voice calls, they curse at me and threaten to ruin my reputation if I speak up. I am worried it will happen again.",verbal
366,I was denied leave after reporting inappropriate behavior by a teammate. I am worried it will happen again.,workplace
275,A person from my neighborhood said they will beat me up for filing a complaint. I have asked multiple times for this to stop.,threat
491,"We had a disagreement in class, but we resolved it respectfully later. The conversation stayed professional.",non-harassment
468,A friend declined my invitation because they were busy with family. We resolved it calmly.,non-harassment
107,Someone in class brushed against me repeatedly and whispered sexual remarks. Witnesses were present during the incident.,sexual
414,I was physically restrained and dragged back when I attempted to walk away. This has been happening for weeks.,physical
426,She pushed me against the wall during an argument during internship. I am worried it will happen again.,physical
118,They touched my waist without permission and said I should take it as a compliment. The behavior escalated recently.,sexual
500,A stranger asked for directions and left after I answered. No one used abusive language.,non-harassment
272,A person from my neighborhood said they will beat me up for filing a complaint. I reported this once but it continued.,threat
170,Private screenshots of my chat were leaked to shame me in a public forum. I am worried it will happen again.,cyber
175,A former friend hacked into my profile and changed my bio to insulting words. I am worried it will happen again.,cyber
446,My teammate gave constructive feedback on my report and helped me improve it. The conversation stayed professional.,non-harassment
151,A former friend hacked into my profile and changed my bio to insulting words. I saved screenshots and call logs.,cyber
441,My teammate gave constructive feedback on my report and helped me improve it. We resolved it calmly.,non-harassment
248,She sits near my desk daily and watches me for hours without reason.,stalking
57,"During team meetings, she mocks my accent and says I am useless in front of everyone. The behavior escalated recently.",verbal
240,He repeatedly rings my doorbell late at night and runs away before I open. It makes me feel unsafe and anxious.,stalking
276,"During an argument, she threatened to attack me with a weapon. I am worried it will happen again.",threat
21,He keeps yelling abusive language at home and blames me for everything. I am worried it will happen again.,verbal
17,"During team meetings, they mock my accent and say I am useless in front of everyone.",verbal
305,"During an argument, he threatened to attack me with a weapon.",threat
285,He keeps sending voice notes saying I will not be safe outside. I reported this once but it continued.,threat
303,A person from my neighborhood said they will beat me up for filing a complaint. I saved screenshots and call logs.,threat
420,"He threw an object at me, causing bruises on my shoulder. I saved screenshots and call logs.",physical
31,A coworker imitates my speech to embarrass me and everyone joins in. I am worried it will happen again.,verbal
497,My neighbor greeted me politely and asked about community cleanup plans. It did not feel threatening.,non-harassment
452,"We had a disagreement in class, but we resolved it respectfully later. There was no intimidation involved.",non-harassment
229,They sit near my desk daily and watch me for hours without reason.,stalking
72,A colleague sent me explicit jokes and asked for intimate photos during work hours. I reported this once but it continued.,sexual
392,He pushed me against the wall during an argument at school.,physical
323,I was denied leave after reporting inappropriate behavior by a teammate. I have asked multiple times for this to stop.,workplace
235,They repeatedly ring my doorbell late at night and run away before I open. I saved screenshots and call logs.,stalking
496,A stranger asked for directions and left after I answered. It was a normal interaction.,non-harassment
112,I receive repeated messages describing sexual acts and demanding that I respond. I am worried it will happen again.,sexual
167,She keeps emailing me harassment from anonymous addresses after being blocked. I am worried it will happen again.,cyber
63,They keep making sexual comments about my body during internship even after I clearly said no. I am worried it will happen again.,sexual
37,My classmate says humiliating jokes about my body and identity whenever we pass each other. I am worried it will happen again.,verbal
265,She threatened to kidnap my sibling if I block her again. It makes me feel unsafe and anxious.,threat
359,They keep interrupting me in meetings and say people like me do not belong here.,workplace
12,"During team meetings, they mock my accent and say I am useless in front of everyone. I am worried it will happen again.",verbal
438,"We had a disagreement in class, but we resolved it respectfully later. It was a normal interaction.",non-harassment
41,A coworker imitates my speech to embarrass me and everyone joins in.,verbal
411,"She threw an object at me, causing bruises on my shoulder. Witnesses were present during the incident.",physical
292,She said she would hurt me if I report the incidents to anyone.,threat
347,I was denied leave after reporting inappropriate behavior by a teammate. I reported this once but it continued.,workplace
185,He created fake accounts to post edited photos of me and mock me online.,cyber
49,"They shout slurs at me every day at the market, making it hard to feel safe. I have asked multiple times for this to stop.",verbal
159,I keep getting abusive DMs from the same person across different apps every night. I reported this once but it continued.,cyber
115,She keeps asking detailed sexual questions and ignores my boundaries. I saved screenshots and call logs.,sexual
488,My manager reminded everyone about deadlines in a neutral tone. The conversation stayed professional.,non-harassment
312,A senior employee shouts at me publicly and calls me incompetent every week. I have asked multiple times for this to stop.,workplace
140,Private screenshots of my chat were leaked to shame me in a public forum. This has been happening for weeks.,cyber
261,"During an argument, they threatened to attack me with a weapon. The behavior escalated recently.",threat
423,He slapped me after I refused to share my phone password. The behavior escalated recently.,physical
310,She threatened to kidnap my sibling if I block her again. The behavior escalated recently.,threat
309,They said they would hurt me if I report the incidents to anyone. I reported this once but it continued.,threat
396,She pushed me against the wall during an argument in our apartment building. The behavior escalated recently.,physical
498,Customer support followed up to confirm my complaint was resolved. It ended without any conflict.,non-harassment
365,"When I complained, HR ignored it and my shift was changed to isolate me. The behavior escalated recently.",workplace
485,My manager reminded everyone about deadlines in a neutral tone. Everyone remained respectful.,non-harassment
314,My manager keeps excluding me from projects after I rejected personal advances. This has been happening for weeks.,workplace
197,"My ex sends messages describing what I wore today, even though we no longer speak. Witnesses were present during the incident.",stalking
457,I received a message confirming tomorrow's meeting agenda. It did not feel threatening.,non-harassment
449,A stranger asked for directions and left after I answered. It did not feel threatening.,non-harassment
361,"When I complained, HR ignored it and my shift was changed to isolate me. I am worried it will happen again.",workplace
332,They keep interrupting me in meetings and say people like me do not belong here. I saved screenshots and call logs.,workplace
478,"We had a disagreement in class, but we resolved it respectfully later. Everyone remained respectful.",non-harassment
148,I keep getting abusive DMs from the same person across different apps every night. The behavior escalated recently.,cyber
450,A stranger asked for directions and left after I answered.,non-harassment
196,"After I ended contact, he keeps showing up wherever I go, including my classes. I have asked multiple times for this to stop.",stalking
333,They repeatedly comment on my appearance and link it to my appraisal. I reported this once but it continued.,workplace
421,They pushed me against the wall during an argument in the neighborhood.,physical
381,She slapped me after I refused to share my phone password.,physical
18,"During team meetings, she mocks my accent and says I am useless in front of everyone. Witnesses were present during the incident.",verbal
461,Customer support followed up to confirm my complaint was resolved. No one used abusive language.,non-harassment
145,I keep getting abusive DMs from the same person across different apps every night. I am worried it will happen again.,cyber
460,My teammate gave constructive feedback on my report and helped me improve it.,non-harassment
64,"At a party, she tried to kiss me forcefully after I refused multiple times. Witnesses were present during the incident.",sexual
257,He said he would hurt me if I report the incidents to anyone. This has been happening for weeks.,threat
123,I receive repeated messages describing sexual acts and demanding that I respond. I reported this once but it continued.,sexual
387,I was physically restrained and dragged back when I attempted to walk away. I reported this once but it continued.,physical
436,A stranger asked for directions and left after I answered. There was no intimidation involved.,non-harassment
344,I am assigned humiliating tasks not given to peers and mocked in review meetings. The behavior escalated recently.,workplace
114,He touched my waist without permission and said I should take it as a compliment. This has been happening for weeks.,sexual
78,My supervisor keeps suggesting promotion in exchange for going out alone with me.,sexual
68,"At a party, they tried to kiss me forcefully after I refused multiple times. I am worried it will happen again.",sexual
430,She blocked the doorway and shoved me repeatedly. I am worried it will happen again.,physical
495,A friend declined my invitation because they were busy with family. There was no intimidation involved.,non-harassment
404,"They threw an object at me, causing bruises on my shoulder. I reported this once but it continued.",physical
348,He keeps interrupting me in meetings and says people like me do not belong here.,workplace
433,He slapped me after I refused to share my phone password. Witnesses were present during the incident.,physical
403,"During commute, they punched me and ran before help arrived. I am worried it will happen again.",physical
141,He posts humiliating comments under all my posts and tags my friends. I reported this once but it continued.,cyber
374,I was physically restrained and dragged back when I attempted to walk away.,physical
494,A friend declined my invitation because they were busy with family. It did not feel threatening.,non-harassment
110,Someone in class brushed against me repeatedly and whispered sexual remarks. It makes me feel unsafe and anxious.,sexual
207,They wait outside my building every evening and follow me to the metro. I have asked multiple times for this to stop.,stalking
222,"My ex sends messages describing what I wore today, even though we no longer speak. It makes me feel unsafe and anxious.",stalking
296,He warned that my photos would be leaked and my career destroyed if I refuse. I reported this once but it continued.,threat
121,They keep making sexual comments about my body in our apartment building even after I clearly said no.,sexual
342,"When I complained, HR ignored it and my shift was changed to isolate me. Witnesses were present during the incident.",workplace
294,I got messages saying my family will be harmed unless I stay silent. The behavior escalated recently.,threat
437,My manager reminded everyone about deadlines in a neutral tone. It did not feel threatening.,non-harassment
2,"On voice calls, they curse at me and threaten to ruin my reputation if I speak up. I saved screenshots and call logs.",verbal
258,They keep sending voice notes saying I will not be safe outside.,threat
35,"They shout slurs at me every day during internship, making it hard to feel safe. I saved screenshots and call logs.",verbal
212,"My ex sends messages describing what I wore today, even though we no longer speak. The behavior escalated recently.",stalking
474,A friend declined my invitation because they were busy with family. It ended without any conflict.,non-harassment
